Date,Count
2014/10/09,24075
2014/10/10,19090
2014/10/11,17107
2014/10/12,17072
2014/10/13,22018
2014/10/14,25804
2014/10/15,23992
2014/10/16,24445
2014/10/17,21491
2014/10/18,20572
2014/10/19,18259
2014/10/20,23312
2014/10/21,22499
2014/10/22,20348
2014/10/23,21036
2014/10/24,11147
2014/10/25,22449
2014/10/26,20090
2014/10/27,21632
2014/10/28,20173
2014/10/29,22081
2014/10/30,22855
2014/10/31,22906
2014/11/01,30263
2014/11/02,21408
2014/11/03,26060
2014/11/04,20992
2014/11/05,20871
2014/11/06,24348
2014/11/07,24244
2014/11/08,18964
2014/11/09,18949
2014/11/10,22516
2014/11/11,23156
2014/11/12,25601
2014/11/13,26798
2014/11/14,23449
2014/11/15,21104
2014/11/16,21652
2014/11/17,25728
2014/11/18,28238
2014/11/19,25117
2014/11/20,23707
2014/11/21,24577
2014/11/22,22344
2014/11/23,20544
2014/11/24,25545
2014/11/25,25985
2014/11/26,27929
2014/11/27,25790
2014/11/28,24830
2014/11/29,26555
2014/11/30,20117
2014/12/01,26508
2014/12/02,32744
2014/12/03,24990
2014/12/04,26370
2014/12/05,25043
2014/12/06,21503
2014/12/07,21983
2014/12/08,24899
2014/12/09,27224
2014/12/10,25421
2014/12/11,32162
2014/12/12,25383
2014/12/13,26584
2014/12/14,23579
2014/12/15,26094
2014/12/16,27622
2014/12/17,28350
2014/12/18,26969
2014/12/19,23574
2014/12/20,23524
2014/12/21,21411
2014/12/22,23172
2014/12/23,25504
2014/12/24,24192
2014/12/25,21216
2014/12/26,21728
2014/12/27,21543
2014/12/28,18427
2014/12/29,19605
2014/12/30,19477
2014/12/31,20017
2015/01/01,18681
2015/01/02,9385
2015/01/03,9013
2015/01/04,7300
2015/01/05,23092
2015/01/06,25041
2015/01/07,26987
2015/01/08,22546
2015/01/09,30439
2015/01/10,22162
2015/01/11,20760
2015/01/12,24861
2015/01/13,30086
2015/01/14,35414
2015/01/15,26417
2015/01/16,26448
2015/01/17,19187
2015/01/18,24812
2015/01/19,27548
2015/01/20,26982
2015/01/21,24660
2015/01/22,25882
2015/01/23,24058
2015/01/24,32718
2015/01/25,21312
2015/01/26,33929
2015/01/27,26135
2015/01/28,27422
2015/01/29,25184
2015/01/30,22919
2015/01/31,18146
2015/02/01,19445
2015/02/02,24761
2015/02/03,33419
2015/02/04,22995
2015/02/05,28935
2015/02/06,23289
2015/02/07,19540
2015/02/08,20792
2015/02/09,24642
2015/02/10,24331
2015/02/11,39339
2015/02/12,25742
2015/02/13,27697
2015/02/14,19041
2015/02/15,21846
2015/02/16,24782
2015/02/17,24354
2015/02/18,22628
2015/02/19,24979
2015/02/20,29514
2015/02/21,20543
2015/02/22,20579
2015/02/23,23428
2015/02/24,24385
2015/02/25,24137
2015/02/26,26283
2015/02/27,30545
2015/02/28,20811
2015/03/01,18895
2015/03/02,23297
2015/03/03,25764
2015/03/04,25007
2015/03/05,24174
2015/03/06,22774
2015/03/07,19322
2015/03/08,19396
2015/03/09,23937
2015/03/10,28378
2015/03/11,25733
2015/03/12,24527
2015/03/13,25574
2015/03/14,21952
2015/03/15,24161
2015/03/16,24071
2015/03/17,36584
2015/03/18,24807
2015/03/19,31393
2015/03/20,26773
2015/03/21,23297
2015/03/22,27846
2015/03/23,34762
2015/03/24,31576
2015/03/25,35297
2015/03/26,37079
2015/03/27,36691
2015/03/28,31697
2015/03/29,31897
2015/03/30,38669
2015/03/31,35388
2015/04/01,34237
2015/04/02,29264
2015/04/03,30317
2015/04/04,27885
2015/04/05,29227
2015/04/06,29046
2015/04/07,29994
2015/04/08,37076
2015/04/09,37353
2015/04/10,28657
2015/04/11,27225
2015/04/12,25877
2015/04/13,29205
2015/04/14,30124
2015/04/15,28598
2015/04/16,34517
2015/04/17,28275
2015/04/18,25659
2015/04/19,26993
2015/04/20,28470
2015/04/21,32701
2015/04/22,30895
2015/04/23,30202
2015/04/24,35266
2015/04/25,25715
2015/04/26,36471
2015/04/27,39066
2015/04/28,31957
2015/04/29,30639
2015/04/30,29720
2015/05/01,27237
2015/05/02,25012
2015/05/03,27042
2015/05/04,29448
2015/05/05,27820
2015/05/06,29624
2015/05/07,27526
2015/05/08,25655
2015/05/09,23791
2015/05/10,31503
2015/05/11,32317
2015/05/12,30635
2015/05/13,30934
2015/05/14,31708
2015/05/15,42997
2015/05/16,32407
2015/05/17,32810
2015/05/18,34624
2015/05/19,34750
2015/05/20,30108
2015/05/21,27578
2015/05/22,29926
2015/05/23,27166
2015/05/24,27968
2015/05/25,30637
2015/05/26,34578
2015/05/27,29218
2015/05/28,23591
2015/05/29,24045
2015/05/30,23844
2015/05/31,24048
2015/06/01,27087
2015/06/02,28566
2015/06/03,34732
2015/06/04,76661
2015/06/05,28700
2015/06/06,27936
2015/06/07,26086
2015/06/08,46002
2015/06/09,43106
2015/06/10,26645
2015/06/11,52355
2015/06/12,36988
2015/06/13,21875
2015/06/14,46935
2015/06/15,28128
2015/06/16,84152
2015/06/17,35914
2015/06/18,38557
2015/06/19,28107
2015/06/20,25438
2015/06/21,23500
2015/06/22,27394
2015/06/23,28352
2015/06/24,36725
2015/06/25,26008
2015/06/26,23984
2015/06/27,23636
2015/06/28,25663
2015/06/29,40197
2015/06/30,33375
2015/07/01,29052
2015/07/02,27119
2015/07/03,25771
2015/07/04,23847
2015/07/05,24976
2015/07/06,36903
2015/07/07,29915
2015/07/08,36474
2015/07/09,30281
2015/07/10,29616
2015/07/11,24645
2015/07/12,26775
2015/07/13,42326
2015/07/14,50267
2015/07/15,38595
2015/07/16,35125
2015/07/17,29831
2015/07/18,25985
2015/07/19,25071
2015/07/20,36888
2015/07/21,30095
2015/07/22,44651
2015/07/23,33408
2015/07/24,28664
2015/07/25,21076
2015/07/26,15592
2015/07/27,30972
2015/07/28,33519
2015/07/29,37726
2015/07/30,33018
2015/07/31,27789
2015/08/01,26960
2015/08/02,24294
2015/08/03,35036
2015/08/04,34486
2015/08/05,31470
2015/08/06,35658
2015/08/07,47467
2015/08/08,29031
2015/08/09,27132
2015/08/10,27744
2015/08/11,26653
2015/08/12,29241
2015/08/13,31087
2015/08/14,30737
2015/08/15,28722
2015/08/16,24050
2015/08/17,37040
2015/08/18,28767
2015/08/19,28539
2015/08/20,36462
2015/08/21,39012
2015/08/22,34967
2015/08/23,27692
2015/08/24,34342
2015/08/25,37941
2015/08/26,33987
2015/08/27,34558
2015/08/28,39945
2015/08/29,14768
2015/08/30,32134
2015/08/31,35949
2015/09/01,37021
2015/09/02,39013
2015/09/03,42474
2015/09/04,36321
2015/09/05,29023
2015/09/06,35583
2015/09/07,38792
2015/09/08,46889
2015/09/09,16909
2015/09/10,37882
2015/09/11,38518
2015/09/12,32205
2015/09/13,40350
2015/09/14,16262
2015/09/15,20470
2015/09/16,45085
2015/09/17,33180
2015/09/18,31747
2015/09/19,39778
2015/09/20,65535
2015/09/21,59563
2015/09/22,82378
2015/09/23,42946
2015/09/24,46527
2015/09/25,41322
2015/09/26,41039
2015/09/27,30532
2015/09/28,35355
2015/09/29,40135
2015/09/30,43080
2015/10/01,41189
2015/10/02,35561
2015/10/03,49494
2015/10/04,33909
2015/10/05,32712
2015/10/06,39541
2015/10/07,38773
2015/10/08,35461
2015/10/09,30426
2015/10/10,29433
2015/10/11,27940
2015/10/12,34146
2015/10/13,31813
2015/10/14,28030
2015/10/15,37296
2015/10/16,36070
2015/10/17,31701
2015/10/18,25220
2015/10/19,35703
2015/10/20,42914
2015/10/21,38896
2015/10/22,44027
2015/10/23,37326
2015/10/24,36013
2015/10/25,30139
2015/10/26,37096
2015/10/27,50484
2015/10/28,45782
2015/10/29,45960
2015/10/30,32577
2015/10/31,35257
2015/11/01,31402
2015/11/02,35962
2015/11/03,42652
2015/11/04,54768
2015/11/05,51405
2015/11/06,43351
2015/11/07,36433
2015/11/08,39567
2015/11/09,45103
2015/11/10,43853
2015/11/11,34774
2015/11/12,38371
2015/11/13,35364
2015/11/14,30226
2015/11/15,32216
2015/11/16,35757
2015/11/17,36957
2015/11/18,40387
2015/11/19,32915
2015/11/20,33652
2015/11/21,25295
2015/11/22,17983
2015/11/23,21268
2015/11/24,20427
2015/11/25,27288
2015/11/26,24681
2015/11/27,25861
2015/11/28,25749
2015/11/29,24219
2015/11/30,26261
2015/12/01,25143
2015/12/02,23887
2015/12/03,23460
2015/12/04,22066
2015/12/05,22531
2015/12/06,22728
2015/12/07,25413
2015/12/08,24716
2015/12/09,33862
2015/12/10,25232
2015/12/11,26210
2015/12/12,23062
2015/12/13,21459
2015/12/14,32070
2015/12/15,28842
2015/12/16,27652
2015/12/17,23729
2015/12/18,24189
2015/12/19,21372
2015/12/20,19855
2015/12/21,24803
2015/12/22,25707
2015/12/23,26011
2015/12/24,23679
2015/12/25,21240
2015/12/26,21795
2015/12/27,32284
2015/12/28,31890
2015/12/29,24417
2015/12/30,26654
2015/12/31,24012
2016/01/01,20122
2016/01/02,19715
2016/01/03,19638
2016/01/04,23308
2016/01/05,27207
2016/01/06,24615
2016/01/07,24700
2016/01/08,26040
2016/01/09,20585
2016/01/10,20755
2016/01/11,23867
2016/01/12,27110
2016/01/13,27094
2016/01/14,25568
2016/01/15,31035
2016/01/16,28097
2016/01/17,25408
2016/01/18,29308
2016/01/19,24617
2016/01/20,29720
2016/01/21,29595
2016/01/22,27533
2016/01/23,23029
2016/01/24,22635
2016/01/25,25172
2016/01/26,26057
2016/01/27,28379
2016/01/28,26070
2016/01/29,29331
2016/01/30,25049
2016/01/31,27728
2016/02/01,29309
2016/02/02,26458
2016/02/03,27023
2016/02/04,26103
2016/02/05,26621
2016/02/06,23929
2016/02/07,24021
2016/02/08,27363
2016/02/09,25751
2016/02/10,28230
2016/02/11,29630
2016/02/12,28064
2016/02/13,25543
2016/02/14,25283
2016/02/15,27181
2016/02/16,27923
2016/02/17,29153
2016/02/18,24986
2016/02/19,27889
2016/02/20,23050
2016/02/21,25424
2016/02/22,25239
2016/02/23,28499
2016/02/24,27169
2016/02/25,28753
2016/02/26,30726
2016/02/27,24902
2016/02/28,28161
2016/02/29,28270
2016/03/01,25668
2016/03/02,27957
2016/03/03,31442
2016/03/04,30294
2016/03/05,28045
2016/03/06,24747
2016/03/07,29486
2016/03/08,27850
2016/03/09,28142
2016/03/10,30719
2016/03/11,29704
2016/03/12,28068
2016/03/13,28299
2016/03/14,28751
2016/03/15,30661
2016/03/16,33113
2016/03/17,30033
2016/03/18,25976
2016/03/19,27011
2016/03/20,22064
2016/03/21,25353
2016/03/22,25184
2016/03/23,23845
2016/03/24,22710
2016/03/25,22593
2016/03/26,20187
2016/03/27,19044
2016/03/28,23045
2016/03/29,31699
2016/03/30,35672
2016/03/31,24191
2016/04/01,24472
2016/04/02,21507
2016/04/03,21378
2016/04/04,24516
2016/04/05,26914
2016/04/06,23270
2016/04/07,23407
2016/04/08,24554
2016/04/09,19399
2016/04/10,19193
2016/04/11,23919
2016/04/12,23252
2016/04/13,23243
2016/04/14,24938
2016/04/15,27593
2016/04/16,20857
2016/04/17,19395
2016/04/18,21989
2016/04/19,22642
2016/04/20,22973
2016/04/21,23282
2016/04/22,24241
2016/04/23,25236
2016/04/24,30727
2016/04/25,28861
2016/04/26,26206
2016/04/27,28009
2016/04/28,26142
2016/04/29,26067
2016/04/30,22785
2016/05/01,22113
2016/05/02,44092
2016/05/03,34902
2016/05/04,28567
2016/05/05,27508
2016/05/06,24738
2016/05/07,21334
2016/05/08,20478
2016/05/09,23092
2016/05/10,23402
2016/05/11,21597
2016/05/12,22343
2016/05/13,23638
2016/05/14,19355
2016/05/15,19527
2016/05/16,21419
2016/05/17,21242
2016/05/18,21130
2016/05/19,21055
2016/05/20,21015
2016/05/21,18208
2016/05/22,20846
2016/05/23,25025
2016/05/24,25558
2016/05/25,25514
2016/05/26,25096
2016/05/27,22418
2016/05/28,20785
2016/05/29,21179
2016/05/30,23116
2016/05/31,22168
2016/06/01,24322
2016/06/02,25664
2016/06/03,25989
2016/06/04,22507
2016/06/05,24256
2016/06/06,25168
2016/06/07,25479
2016/06/08,25213
2016/06/09,23455
2016/06/10,23436
2016/06/11,20546
2016/06/12,25917
2016/06/13,27242
2016/06/14,23970
2016/06/15,24561
2016/06/16,26795
2016/06/17,26724
2016/06/18,20862
2016/06/19,20799
2016/06/20,27198
2016/06/21,27064
2016/06/22,25119
2016/06/23,24183
2016/06/24,26403
2016/06/25,20205
2016/06/26,20500
2016/06/27,23913
2016/06/28,23816
2016/06/29,23872
2016/06/30,23132
2016/07/01,23027
2016/07/02,23595
2016/07/03,20287
2016/07/04,21181
2016/07/05,22046
2016/07/06,23770
2016/07/07,23909
2016/07/08,23469
2016/07/09,25041
2016/07/10,20364
2016/07/11,22699
2016/07/12,22223
2016/07/13,22998
2016/07/14,21544
2016/07/15,20434
2016/07/16,18987
2016/07/17,19456
2016/07/18,21330
2016/07/19,23226
2016/07/20,22621
2016/07/21,20837
2016/07/22,20712
2016/07/23,18351
2016/07/24,18766
2016/07/25,22664
2016/07/26,23499
2016/07/27,21902
2016/07/28,23727
2016/07/29,20354
2016/07/30,17310
2016/07/31,17590
2016/08/01,22021
2016/08/02,27947
2016/08/03,33437
2016/08/04,25150
2016/08/05,25115
2016/08/06,20484
2016/08/07,20769
2016/08/08,24232
2016/08/09,24435
2016/08/10,30224
2016/08/11,23497
2016/08/12,25008
2016/08/13,21026
2016/08/14,24566
2016/08/15,25180
2016/08/16,23549
2016/08/17,22643
2016/08/18,20849
2016/08/19,18562
2016/08/20,14687
2016/08/21,14412
2016/08/22,18821
2016/08/23,18812
2016/08/24,19302
2016/08/25,20127
2016/08/26,19606
2016/08/27,15956
2016/08/28,17112
2016/08/29,22110
2016/08/30,18322
2016/08/31,17456
2016/09/01,18373
2016/09/02,20605
2016/09/03,16664
2016/09/04,16972
2016/09/05,23183
2016/09/06,35065
2016/09/07,23060
2016/09/08,19731
2016/09/09,19091
2016/09/10,18701
2016/09/11,16124
2016/09/12,18821
2016/09/13,20868
2016/09/14,20554
2016/09/15,21820
2016/09/16,20588
2016/09/17,17201
2016/09/18,13717
2016/09/19,13913
2016/09/20,26427
2016/09/21,18606
2016/09/22,18260
2016/09/23,19726
2016/09/24,17748
2016/09/25,17984
2016/09/26,20210
2016/09/27,20912
2016/09/28,19750
2016/09/29,21230
2016/09/30,17676
2016/10/01,17285
2016/10/02,16869
2016/10/03,22770
2016/10/04,20191
2016/10/05,19102
2016/10/06,19174
2016/10/07,21247
2016/10/08,18265
2016/10/09,17597
2016/10/10,19079
2016/10/11,20605
2016/10/12,19254
2016/10/13,17289
2016/10/14,17479
2016/10/15,20593
2016/10/16,18498
2016/10/17,18689
2016/10/18,17940
2016/10/19,20522
2016/10/20,17281
2016/10/21,15145
2016/10/22,13770
2016/10/23,14832
2016/10/24,18801
2016/10/25,15756
2016/10/26,17995
2016/10/27,19247
2016/10/28,19798
2016/10/29,18463
2016/10/30,19812
2016/10/31,23052
2016/11/01,21499
2016/11/02,20959
2016/11/03,20253
2016/11/04,18517
2016/11/05,17653
2016/11/06,20121
2016/11/07,22734
2016/11/08,22954
2016/11/09,24370
2016/11/10,20972
2016/11/11,19923
2016/11/12,17540
2016/11/13,19573
2016/11/14,22700
2016/11/15,23129
2016/11/16,23016
2016/11/17,22943
2016/11/18,22105
2016/11/19,20995
2016/11/20,17894
2016/11/21,22770
2016/11/22,22500
2016/11/23,21827
2016/11/24,21061
2016/11/25,20433
2016/11/26,19734
2016/11/27,19864
2016/11/28,22289
2016/11/29,21602
2016/11/30,21457
2016/12/01,21117
2016/12/02,20335
2016/12/03,16186
2016/12/04,16345
2016/12/05,18558
2016/12/06,20236
2016/12/07,21592
2016/12/08,21302
2016/12/09,19749
2016/12/10,18331
2016/12/11,16070
2016/12/12,18775
2016/12/13,20749
2016/12/14,21101
2016/12/15,19341
2016/12/16,19242
2016/12/17,18364
2016/12/18,18930
2016/12/19,25718
2016/12/20,22945
2016/12/21,25531
2016/12/22,27288
2016/12/23,29448
2016/12/24,22045
2016/12/25,17925
2016/12/26,19894
2016/12/27,22525
2016/12/28,24151
2016/12/29,22502
2016/12/30,18971
2016/12/31,18483
2017/01/01,21071
2017/01/02,26461
2017/01/03,27269
2017/01/04,31611
2017/01/05,33407
2017/01/06,29065
2017/01/07,22717
2017/01/08,19595
2017/01/09,23277
2017/01/10,22918
2017/01/11,29228
2017/01/12,30387
2017/01/13,28785
2017/01/14,22367
2017/01/15,22232
2017/01/16,24103
2017/01/17,25648
2017/01/18,26491
2017/01/19,27848
2017/01/20,23365
2017/01/21,20833
2017/01/22,20816
2017/01/23,24809
2017/01/24,28304
2017/01/25,27278
2017/01/26,24366
2017/01/27,23178
2017/01/28,21300
2017/01/29,20789
2017/01/30,27170
2017/01/31,23711
2017/02/01,22600
2017/02/02,23547
2017/02/03,26694
2017/02/04,27112
2017/02/05,23530
2017/02/06,29026
2017/02/07,30138
2017/02/08,26445
2017/02/09,27886
2017/02/10,26096
2017/02/11,26759
2017/02/12,27211
2017/02/13,24621
2017/02/14,27568
2017/02/15,26945
2017/02/16,24357
2017/02/17,26355
2017/02/18,21344
2017/02/19,19946
2017/02/20,26113
2017/02/21,25187
2017/02/22,26751
2017/02/23,27929
2017/02/24,37286
2017/02/25,24005
2017/02/26,27326
2017/02/27,24703
2017/02/28,23501
2017/03/01,25248
2017/03/02,28277
2017/03/03,31848
2017/03/04,24535
2017/03/05,22507
2017/03/06,29476
2017/03/07,31214
2017/03/08,28463
2017/03/09,29362
2017/03/10,36952
2017/03/11,30193
2017/03/12,26226
2017/03/13,27414
2017/03/14,27110
2017/03/15,25560
2017/03/16,26412
2017/03/17,28612
2017/03/18,25964
2017/03/19,26859
2017/03/20,30480
2017/03/21,29659
2017/03/22,32507
2017/03/23,39969
2017/03/24,30279
2017/03/25,29728
2017/03/26,23985
2017/03/27,25216
2017/03/28,26462
2017/03/29,24593
2017/03/30,25723
2017/03/31,24542
2017/04/01,21680
2017/04/02,21011
2017/04/03,25315
2017/04/04,26979
2017/04/05,28967
2017/04/06,28251
2017/04/07,29445
2017/04/08,23272
2017/04/09,22661
2017/04/10,26562
2017/04/11,28441
2017/04/12,29250
2017/04/13,27278
2017/04/14,25953
2017/04/15,22135
2017/04/16,23562
2017/04/17,28015
2017/04/18,28770
2017/04/19,26629
2017/04/20,29974
2017/04/21,28206
2017/04/22,27203
2017/04/23,25203
2017/04/24,29644
2017/04/25,33008
2017/04/26,29463
2017/04/27,32051
2017/04/28,28213
2017/04/29,25838
2017/04/30,27459
2017/05/01,34936
2017/05/02,35501
2017/05/03,31179
2017/05/04,34255
2017/05/05,29857
2017/05/06,25032
2017/05/07,26713
2017/05/08,29244
2017/05/09,44121
2017/05/10,40934
2017/05/11,35505
2017/05/12,35985
2017/05/13,33174
2017/05/14,40474
2017/05/15,32997
2017/05/16,35688
2017/05/17,33543
2017/05/18,33534
2017/05/19,34239
2017/05/20,32852
2017/05/21,34900
2017/05/22,44720
2017/05/23,48940
2017/05/24,47492
2017/05/25,51057
2017/05/26,49914
2017/05/27,39077
2017/05/28,33992
2017/05/29,41046
2017/05/30,41624
2017/05/31,47749
2017/06/01,39409
2017/06/02,35997
2017/06/03,30857
2017/06/04,38571
2017/06/05,38632
2017/06/06,51736
2017/06/07,43821
2017/06/08,37910
2017/06/09,38824
2017/06/10,34849
2017/06/11,36404
2017/06/12,42206
2017/06/13,43501
2017/06/14,41045
2017/06/15,45335
2017/06/16,41470
2017/06/17,35393
2017/06/18,33617
2017/06/19,38427
2017/06/20,41414
2017/06/21,40215
2017/06/22,37617
2017/06/23,42760
2017/06/24,42666
2017/06/25,42572
2017/06/26,42478
2017/06/27,42384
2017/06/28,42290
2017/06/29,42196
2017/06/30,42102
2017/07/01,42008
2017/07/02,41914
2017/07/03,41820
2017/07/04,41726
2017/07/05,41632
2017/07/06,41538
2017/07/07,41444
2017/07/08,41350
2017/07/09,41256
2017/07/10,41162
2017/07/11,41068
2017/07/12,41059
2017/07/13,37788
2017/07/14,36999
2017/07/15,35882
2017/07/16,35044
2017/07/17,42841
2017/07/18,38869
2017/07/19,40774
2017/07/20,42878
2017/07/21,41888
2017/07/22,36424
2017/07/23,36108
2017/07/24,44080
2017/07/25,44885
2017/07/26,47880
2017/07/27,49367
2017/07/28,46138
2017/07/29,35823
2017/07/30,37073
2017/07/31,45510
2017/08/01,52376
2017/08/02,50050
2017/08/03,47758
2017/08/04,47503
2017/08/05,48992
2017/08/06,36187
2017/08/07,46630
2017/08/08,53994
2017/08/09,48611
2017/08/10,45181
2017/08/11,49242
2017/08/12,44387
2017/08/13,47827
2017/08/14,57531
2017/08/15,65447
2017/08/16,53779
2017/08/17,71870
2017/08/18,61067
2017/08/19,51709
2017/08/20,58268
2017/08/21,53402
2017/08/22,59244
2017/08/23,59293
2017/08/24,63067
2017/08/25,58723
2017/08/26,50258
2017/08/27,47358
2017/08/28,53173
2017/08/29,60452
2017/08/30,57072
2017/08/31,58244
2017/09/01,67953
2017/09/02,53177
2017/09/03,49077
2017/09/04,77422
2017/09/05,61290
2017/09/06,57051
2017/09/07,51603
2017/09/08,57797
2017/09/09,54796
2017/09/10,52629
2017/09/11,61659
2017/09/12,64321
2017/09/13,73211
2017/09/14,81128
2017/09/15,78373
2017/09/16,64396
2017/09/17,52831
2017/09/18,73426
2017/09/19,71751
2017/09/20,59979
2017/09/21,61443
2017/09/22,63652
2017/09/23,56876
2017/09/24,55081
2017/09/25,72699
2017/09/26,61973
2017/09/27,65959
2017/09/28,70657
2017/09/29,76874
2017/09/30,56280
2017/10/01,58917
2017/10/02,66945
2017/10/03,70772
2017/10/04,76296
2017/10/05,61290
2017/10/06,68406
2017/10/07,76111
2017/10/08,63113
2017/10/09,73002
2017/10/10,79373
2017/10/11,68320
2017/10/12,106779
2017/10/13,99372
2017/10/14,83670
2017/10/15,93320
2017/10/16,77238
2017/10/17,80151
2017/10/18,71392
2017/10/19,85571
2017/10/20,94627
2017/10/21,66998
2017/10/22,74513
2017/10/23,86442
2017/10/24,74472
2017/10/25,72426
2017/10/26,67679
2017/10/27,69197
2017/10/28,59449
2017/10/29,64396
2017/10/30,73018
2017/10/31,86043
2017/11/01,89885
2017/11/02,92923
2017/11/03,77953
2017/11/04,73373
2017/11/05,67196
2017/11/06,72577
2017/11/07,64461
2017/11/08,81551
2017/11/09,81241
2017/11/10,80481
2017/11/11,68892
2017/11/12,71176
2017/11/13,73373
2017/11/14,71630
2017/11/15,79934
2017/11/16,87538
2017/11/17,83410
2017/11/18,68192
2017/11/19,72762
2017/11/20,102144
2017/11/21,87110
2017/11/22,78405
2017/11/23,75047
2017/11/24,69886
2017/11/25,71625
2017/11/26,80943
2017/11/27,98413
2017/11/28,106360
2017/11/29,128781
2017/11/30,103190
2017/12/01,105017
2017/12/02,88292
2017/12/03,83022
2017/12/04,97945
2017/12/05,103919
2017/12/06,116856
2017/12/07,155600
2017/12/08,124260
2017/12/09,114109
2017/12/10,100455
2017/12/11,128425
2017/12/12,113215
2017/12/13,98863
2017/12/14,109628
2017/12/15,105711
2017/12/16,82782
2017/12/17,84441
2017/12/18,97245
2017/12/19,83423
2017/12/20,101169
2017/12/21,105591
2017/12/22,124670
2017/12/23,100098
2017/12/24,70864
2017/12/25,64029
2017/12/26,77648
2017/12/27,78968
2017/12/28,79968
2017/12/29,77151
2017/12/30,71377
2017/12/31,64989
2018/01/01,62044
2018/01/02,77723
2018/01/03,79086
2018/01/04,74534
2018/01/05,76404
2018/01/06,62977
2018/01/07,67259
2018/01/08,30585
2018/01/09,80932
2018/01/10,82357
2018/01/11,100333
2018/01/12,80737
2018/01/13,63396
2018/01/14,65657
2018/01/15,76852
2018/01/16,102135
2018/01/17,111394
2018/01/18,100366
2018/01/19,57244
2018/01/20,75149
2018/01/21,76295
2018/01/22,93708
2018/01/23,81995
2018/01/24,78855
2018/01/25,79509
2018/01/26,73227
2018/01/27,63956
2018/01/28,66645
2018/01/29,82322
2018/01/30,84246
2018/01/31,81651
2018/02/01,93008
2018/02/02,102640
2018/02/03,76444
2018/02/04,78202
